Enzymes,Substrate,Product,x
0.00467773291836932,0.984137576985093,0.0111839327057729,0
0.00467773071539808,0.984137353418109,0.0111839725210348,1.01010101010101
0.00467776245551255,0.984137077531413,0.0111840982698342,2.02020202020202
0.0046777461493354,0.984135858049061,0.0111843059109556,3.03030303030303
0.00467773296096097,0.984134178287135,0.0111846125400638,4.04040404040404
0.00467876991674397,0.984143030390484,0.0111851474665116,5.05050505050505
0.00467775011641894,0.98412969078251,0.0111855481847372,6.06060606060606
0.00467924252640854,0.984142110093413,0.0111863820647816,7.07070707070707
0.00467901929478011,0.98413575488894,0.0111871569085301,8.08080808080808
0.00467729245355119,0.984112606426034,0.011187947434804,9.09090909090909
0.00468191381179608,0.984155037039191,0.0111897326386199,10.1010101010101
0.00467900525665924,0.984117070739186,0.0111908625333457,11.1111111111111
0.00468106124719873,0.984129744818133,0.0111928969167375,12.1212121212121
0.00468180693953564,0.984126739337744,0.0111951547559619,13.1313131313131
0.00468253716359982,0.984121362631009,0.0111978522308769,14.1414141414141
0.00468313157285242,0.984111842506443,0.0112010765103449,15.1515151515152
0.00468497544767297,0.984112140277619,0.0112051114115459,16.1616161616162
0.00468635820570442,0.984103634063371,0.01120988216279,17.1717171717172
0.00468854372848104,0.984098807857055,0.0112156971714105,18.1818181818182
0.00469017124558576,0.984082379787768,0.0112225929195582,19.1919191919192
0.00469368825553189,0.984078821406334,0.0112311019119276,20.2020202020202
0.00469629685219623,0.984057362965822,0.0112411733525373,21.2121212121212
0.00470132554860652,0.984051165304551,0.0112535461432062,22.2222222222222
0.00470586884635347,0.984027760071537,0.0112682760788521,23.2323232323232
0.00471120416053133,0.983997995730785,0.0112860178615946,24.2424242424242
0.00471774711003454,0.983963055333644,0.011307445944852,25.2525252525253
0.00472834630890213,0.983948931879304,0.0113336222748065,26.2626262626263
0.00473783410279478,0.983897491908324,0.0113647711746858,27.2727272727273
0.00475023843419617,0.983845283908552,0.0114024265134995,28.2828282828283
0.00476553209624137,0.983785406593445,0.0114478618016019,29.2929292929293
0.00478426511619784,0.983715651213873,0.0115026586656541,30.3030303030303
0.00480627753192844,0.983624860127994,0.0115686193813124,31.3131313131313
0.00483330190030468,0.983519224922579,0.0116481493012204,32.3232323232323
0.004865993197537,0.983391331280075,0.011743964525946,33.3333333333333
0.00490530229466389,0.983233745355396,0.0118593450841314,34.3434343434343
0.00495349238539602,0.983048385180531,0.0119983604524524,35.3535353535354
0.00501182333063302,0.982822387709512,0.0121657022519846,36.3636363636364
0.00508286098747532,0.982550059006953,0.0123671059400453,37.3737373737374
0.00516948489453902,0.982221423672229,0.0126093916145663,38.3838383838384
0.00527528697913579,0.98182427342754,0.0129006934329925,39.3939393939394
0.00540489198903022,0.981344721271125,0.0132507038173644,40.4040404040404
0.00556415598039844,0.980765792732493,0.0136709204835459,41.4141414141414
0.00576014141966594,0.980063216427214,0.0141748850450656,42.4242424242424
0.00600321558766374,0.979218138669761,0.0147786744428832,43.4343434343434
0.0063052241296859,0.97819424288083,0.0155008861134793,44.4444444444444
0.00668252029760987,0.97695406259914,0.0163631788761467,45.4545454545455
0.00715681923050511,0.975452674581999,0.0173904210229668,46.4646464646465
0.00775659846695542,0.97363258215519,0.0186107050085517,47.4747474747475
0.00852001062326729,0.971424728378621,0.0200552307488367,48.4848484848485
0.00949790410348385,0.968744615280417,0.0217577157601875,49.4949494949495
0.0107576267843574,0.965489318461726,0.0237532247913933,50.5050505050505
0.0123874395731491,0.961536452148077,0.026076199974773,51.5151515151515
0.0144998250379162,0.956742926506712,0.0287573911753403,52.5252525252525
0.0172318618519937,0.950947945135536,0.0318196506621804,53.5353535353535
0.0207405496343438,0.943986085962646,0.0352729309785744,54.5454545454545
0.0251856967737135,0.935702395566982,0.0391089641232812,55.5555555555556
0.0307103992761915,0.925994583749815,0.0432978547691862,56.5656565656566
0.0373935858671083,0.914819892487467,0.0477861359233792,57.5757575757576
0.0452398670455693,0.902251367714933,0.052501330673556,58.5858585858586
0.0541635629563567,0.888471104332001,0.0573580777193349,59.5959595959596
0.0640013371690823,0.873754034760949,0.0622665908639179,60.6060606060606
0.0744681341673089,0.858386416654804,0.0671385070614783,61.6161616161616
0.0853591061002191,0.842738414581538,0.071901013125211,62.6262626262626
0.0964007119841361,0.827112662460665,0.0764912995139805,63.6363636363636
0.107355068319355,0.811777521148893,0.0808624149694235,64.6464646464647
0.118058734526486,0.796962156601135,0.0849831450311218,65.6565656565657
0.128343371091278,0.782822695010571,0.0888331755902755,66.6666666666667
0.138118097895257,0.76947702051219,0.0924041682084461,67.6767676767677
0.147311627228007,0.756993576398622,0.0956954536399466,68.6868686868687
0.155882237971384,0.745404953312194,0.0987126466891553,69.6969696969697
0.163817613343911,0.73471702064544,0.101466054251112,70.7070707070707
0.171116223097895,0.724912725437478,0.103968817714678,71.7171717171717
0.177802071995075,0.715962561694551,0.106236339728921,72.7272727272727
0.183892556822221,0.707823383477147,0.108284536256592,73.7373737373737
0.189422057586351,0.700447754862397,0.110130010549334,74.7474747474748
0.194426072734788,0.693784152699815,0.111789141105522,75.7575757575758
0.198942468398768,0.687779877301986,0.11327782161807,76.7676767676768
0.20300663151054,0.682382067610327,0.114611133373437,77.7777777777778
0.20665803717841,0.677540176119367,0.1158034097359,78.7878787878788
0.209925340222454,0.673204301302173,0.116867767981835,79.7979797979798
0.212854016016767,0.669330354800492,0.117816842623531,80.8080808080808
0.215464851983405,0.665873768497162,0.118661621051344,81.8181818181818
0.217791904091649,0.662795635764739,0.119412546997769,82.8282828282828
